,CanESM5,CESM2,MIROC6,CNRM-CM6-1,GISS-E2-1-G,GISS-E2-1-H,IPSL-CM6A-LR,MRI-ESM2-0
0,5.415456302520945,16.148430896814368,6.337011754069006,4.918055396816442,5.82693813985166,5.660995664769238,3.9316226274826533,6.558873664660313
1,7.1530796828774585,15.073454634816883,6.9623937921154555,7.486570231494675,8.400553653676878,5.740756754181452,3.88335140354284,9.065501739064555
2,7.249224598960016,14.001350201591547,7.002903799878228,6.994333390514258,8.374338881299932,6.1972920400166975,4.51505824115466,8.815282978600091
3,6.840088522850173,12.306754687727476,8.365150051350744,7.116656618337255,7.720170598840349,6.796436708252928,6.7292515598809235,8.269468165111498
4,8.726874745931267,13.03430399280606,12.123695456745729,8.689917436714447,7.0806569470233,9.605350031828472,8.05588461702601,11.444439794905183
5,9.070773184453069,11.26418372186041,11.655019116111497,9.767989891512695,7.75170652223637,9.337736514511517,8.286721860578227,13.45182169313107
6,9.537922792625738,12.368599485642331,10.245146664775827,9.794533479175001,10.169945651980836,9.629251854739014,9.227035815862987,12.18602625335724
7,9.955278204111156,13.954145829411823,9.911987238064102,10.176113169220113,12.804782049602787,11.462715537980607,9.070974516056951,13.099457864862146
8,10.771952016368372,14.312665371194816,10.193835084844308,10.372107819366107,12.173822159795634,12.81689290426004,8.965125879697602,13.374003143952903
9,10.541606191362298,16.466031815986632,11.495024232182276,11.50517262881133,11.527010410146373,12.731113254830912,9.769788844420708,16.895886732082783
10,11.237050776074605,18.10775047538179,17.119002403327126,12.79784238174575,12.381583627950558,13.228745241757156,9.828119981041791,17.13347585561219
11,13.844546578280601,16.81945945832248,19.786959270948707,13.908457909665866,18.563069004857294,12.997632030833907,10.950861480475218,15.19242389701185
12,13.527998842190375,16.921793044857385,18.660298319503394,13.294971108993217,16.48725188289624,13.945398483379543,10.666544676530203,17.36552302480122
13,14.132914113174396,17.647098948674586,18.492373369465362,13.960447588034029,13.924725866045819,15.811837259832243,11.017691980830968,18.59418007745712
14,13.403645223277577,17.453306330047482,19.066188392256446,14.911787272367777,16.241215626455002,16.251689818145387,12.125578046774944,17.632310042653767
15,14.353382130929164,17.7778529871419,17.80231996161594,15.606840593927501,18.155436838277986,16.16171624889435,12.27454802338876,18.19185769339605
16,15.348828972403771,18.99052505071398,15.60232692261741,16.17324482067376,17.405970064096635,16.26820048169695,12.42525141754994,18.96848248772237
17,15.426166093374242,22.091033886536334,20.22759875042813,16.507810761074776,16.76569319990188,17.581450231992434,13.889732468793207,20.26180977321502
18,15.32067560621611,20.140306630105076,21.46970627743413,18.940840573799072,19.29263625423402,20.392781927873013,14.295403044638793,20.952085948319564
19,16.908350820165346,22.971511047163677,21.891788058888643,18.320803969761826,20.493446944558144,19.249656377781644,14.394734755873378,23.754124025615795
20,16.611046738603306,24.03118117631012,21.078958774297934,17.370561723143236,21.3134542944774,18.187811747149762,14.211520549033796,25.273886580360454
21,16.712698095584248,23.971889943210304,20.848157227546647,20.27489610649874,20.48343693485597,17.621139022341584,15.696151902177302,26.216187230760433
22,17.238324511235653,26.56463321623522,18.810691336611793,18.647574939422842,22.259762866524607,20.625362204308978,14.763213422293221,29.608509085973402
23,17.381335170281844,26.42307843148906,22.27417650172926,22.36259184860172,22.15825982146253,21.69110762774831,15.674854547265547,28.62171722367914
24,17.260214918777702,27.423797917689498,28.610447641853938,21.436721898103087,23.661896484390223,21.65340952155401,16.86256207947695,31.188091639844014
25,17.97592760169101,25.898927556801585,29.93338558521935,20.39285722824293,23.53154851990666,21.804772396412375,17.248231318626683,27.81547810595238
26,19.709745764541758,27.01650652251125,27.90458285189636,24.399589620877467,22.621689172447304,20.75273568740866,17.567539497104757,27.884737829765868
27,20.596456555388013,26.017355655345114,24.287596167333803,23.398816736542212,28.573987760067173,24.058866095075032,17.408785003828882,28.29868461644128
28,19.86249674457149,25.976768151601956,25.934191201276366,22.966419463006243,27.100503448422735,25.131242198365783,18.920031163883504,26.39734086778655
29,20.74155961706266,28.51957845367674,30.248788998057133,27.544445242981006,24.73786417097779,23.72785511051894,18.42242235942074,26.98008139794505
30,21.879946226207256,27.95883945970714,32.65200057790557,26.013148839911153,29.261185051523764,28.07322352642901,18.243639533601346,33.07506691235471
31,21.458316111855044,29.02771103246698,31.486882668355197,23.91728671908368,29.681691765239485,26.196404264350655,19.274098276411838,32.20751465845975
32,21.673487678739306,30.142434876280362,33.23959662654662,26.654256752249527,25.451441478462918,24.263920248876804,17.90779597455324,33.085242276302004
33,21.04164082423324,31.14454714771905,33.73466178639375,26.114047976607846,27.911847502979768,24.26531818234347,19.24301527488632,32.86723181835734
34,19.672869907120333,31.970412997354988,29.826032261041128,26.99705181031382,28.024219479677882,29.85874675540041,20.748513144870024,33.94901677821037
35,21.80607040901242,32.92289410715762,26.51301205723076,28.193674344360062,26.1375643806788,29.369145818803236,22.66488296704995,33.761773329507825
36,24.02401055458378,31.434531656943204,33.862037834486756,28.405755266530818,30.176949439009853,27.725076511336148,22.462067851224933,35.45736367120026
37,25.2446283217609,30.534360506567666,37.58605545593911,31.459740460903145,31.632938562845165,29.491007697486534,20.723285211277197,35.93189630059923
38,25.072227355168305,34.191783958052845,36.3977246981113,29.956494703131774,29.767870844180695,27.616493757743502,21.0556716722997,37.15742212135785
39,24.21569235626118,38.66337524564288,30.757009375731826,29.017547502717406,34.38146376826929,25.830275309767742,23.39070541524867,37.935203870021205
40,22.631374895818738,36.85952265477131,33.06877059665404,32.15995180034827,32.96039698325274,33.53865255376005,23.196919525503304,37.460107920558535
41,24.251536310272808,35.77978928047219,42.92315047383851,31.204949828715545,32.93674281818728,34.323147043336846,23.10548712638539,39.0511174655999
42,24.551012684147665,37.864609858346746,43.48726815164213,28.87677623627002,39.400492532476136,28.519758590252316,24.29473355249666,39.96987097516115
43,23.446808337272582,36.745138374771926,37.97298679141151,32.502331918704414,44.035473648735056,28.54087471853971,23.466003168154845,41.484817087396344
44,23.68311096318022,37.34886753281952,37.996118209557494,32.04818268336914,37.50202701261516,30.158974780025982,21.958956634307732,41.445570297146354
45,25.127725423180898,39.992566670654014,40.14824450988115,30.275103303286603,33.09436006847825,31.28659164261298,22.249111625580795,42.27743554117895
46,26.63645852646187,40.28216820148788,40.06570761139056,33.97996343839104,37.56916677796491,29.368741802260512,24.75333114524071,42.36832804551048
47,25.552783735587255,39.78163855553568,39.44431680301911,33.41597193213692,39.45595131290094,28.769547435773188,24.711595886558786,45.428242511328826
48,26.529687443815625,39.38487754645646,36.07257684495316,34.52649032482593,38.68268966548203,33.40616925047546,24.804836225674784,47.788609960556634
49,27.072272453766328,42.19559055213632,39.24631254090785,34.259070753290835,39.10698096284253,32.36876451085153,27.564890952758024,50.337866692268605
50,26.767575754851883,41.74732745673485,45.7458853361425,33.19557124470046,38.4402839852974,29.682732120491572,24.855100131808676,50.55186897545578
51,27.940696217970306,40.327637582534486,50.498722184655804,36.87987453095617,38.409043998866075,30.848845999699215,23.60925746826643,52.20537204015176
52,27.43699929464508,43.63596075303198,44.93469143491404,37.21707434859072,36.540788585195756,33.07399710912437,26.10967390910359,53.62381311528652
53,27.5392162802314,41.26214324417499,43.18792819928249,36.15458506115603,44.05805082361937,34.671623975421056,27.647928667599555,56.04617162147406
54,27.48896658174628,44.247095569969666,42.70696226519462,36.801416417298334,42.14354806336078,32.88343335900947,28.904037927473627,51.23684924517252
55,28.852520183887204,45.01115750795519,48.369994010034205,40.87522908168938,39.69191556306684,32.590920392476434,28.38590584352442,48.44145269968709
56,29.370335769516387,43.07913584532475,45.80432304561274,36.69798080551855,49.7120608506763,35.50056685851609,28.984156587469126,57.82490067881131
57,28.536685210478403,47.697578622427024,39.503883843350714,36.06920445973912,44.50349544388949,36.12891884840189,26.67124972945416,56.36383276741697
58,29.16810245946813,43.8380574204495,40.819327652278936,39.14358012208934,42.456975764234066,35.087590245058216,27.986130700933696,52.8105442670723
59,30.55584664574081,48.91751033900472,58.88396611724253,39.24484098896342,52.01235190961835,32.72301082506532,30.334804059311775,55.26422358443838
60,31.04997424769378,52.753751370183686,56.019953872583876,39.307823310293166,47.1468898509774,37.897621949192384,28.917308597179915,55.562773887008326
61,30.814043884966882,48.02586084061226,48.7098499248794,40.09404016743706,42.35433555237344,37.487075885799214,26.483303658136805,50.95225289062666
62,30.78761629740707,46.39263210074986,47.96797553334962,40.863085669321066,47.18894026219622,34.25108311690193,28.151834283244845,56.21763483148639
63,30.120455471940012,49.0339762810936,55.40464655272264,42.05207815191006,44.15372947299317,39.17429067410605,29.803832005445337,55.077412399242945
64,31.569842827111255,49.602672504153084,49.225173497315446,39.93934592963055,46.38407788472417,39.44667003733698,29.480039214796903,50.62672349055766
65,30.875844407576597,47.72389479936548,50.62034188213256,44.18481399910762,49.0826378113066,35.57450906143685,29.593496228363236,57.14690486210158
66,30.93574904579139,51.405462739976166,57.4380282960293,41.206395414160006,50.46259772482266,41.09869208139265,31.70176036413765,60.06691622514013
67,31.10578633332876,52.129612443968576,50.47475347507411,43.50769813429405,43.5855039733933,40.76487332866266,33.026575548726704,56.74311321366675
68,31.744965230725505,50.283252527334554,48.28472398347765,42.535391965413325,46.390577920874556,36.44842151971744,30.84098486748228,60.87453041573466
69,31.502400608003505,46.784255515265336,60.23924112648511,43.44114156803542,58.96950082700012,39.11558238457623,28.47132121875603,60.446010437422245
70,31.927617547333885,56.992040343703394,61.207481866158496,44.77712331935342,58.84502112752756,42.974140862358965,28.615108419749962,65.86375791949013
71,32.49657204980998,52.61185244584217,52.94550964596239,44.55627716483105,48.750342476302926,38.03636931742571,30.92374064041692,60.57331098490329
72,32.04118181758089,51.34477393765909,45.57911085486041,42.97848789368138,47.96571518583679,37.002073753346394,31.145664092900077,58.08679035418166
73,31.77199011040797,52.71587498496278,53.175928078595575,49.119114944486824,57.28375952283029,42.70587323816515,31.418630186867144,69.64978362317217
74,32.244419238287556,54.86025460754339,67.60852872467785,46.00071645968325,57.52413709754071,43.49681264746851,30.633325656877613,68.17997119743538
75,35.494789546809784,56.714033487039465,66.55679269469935,45.33214160467305,49.304984556274086,40.987098411065716,29.39394582314245,69.7869458908578
76,34.39877333178572,57.30145599823252,57.27016701794887,46.46296651382599,47.99508389681113,38.86466835063989,30.671004916927266,68.38897411670769
77,33.526757674895556,55.83454530751662,49.99211830673359,43.854782899504556,57.15816409346957,44.868382000520775,33.517668643359464,69.87160895642195
78,34.62992126502225,55.91562872106098,57.33296072045717,42.127617241389125,58.162998481759715,47.01295286337,33.95698215041092,67.70888992853844
79,35.85984474458304,56.56029338146884,61.59051381110123,45.22727621939435,49.21379812809766,43.039337888480254,30.080493353168176,63.75245711522792
80,35.42898495729825,59.099780656258595,54.95641855515835,49.10728066914554,51.55932651364332,39.80751161055218,32.69834481632618,64.21240172124661
81,34.48259117723267,57.247316620146485,54.07818438893109,44.907426557667144,58.488885103229656,43.46146550982664,33.61356073488238,71.66405045322087
82,34.85005293759403,60.79280178626811,60.099207664288286,44.22190669853277,61.05212377145256,46.854622558106136,33.69758635552726,69.56165068822754
83,36.79491817421884,57.56650462604507,59.91736377724041,47.03966902943571,52.29869148712214,41.72529035922938,33.038463416521715,68.57492627889289
84,36.94995782666407,60.794466638908766,60.054470121207466,46.41058365404498,49.61784961818985,44.08720367329742,34.69809173054215,67.77412133701287
85,39.01209675868041,57.92190918350926,65.96770045870429,50.44090766817287,52.80956340050213,44.508607967567,35.240332014204746,79.43637153271112
86,36.95125543063593,59.24970184572037,61.41471282534538,47.89029501339281,52.50993301094064,43.49613104884367,33.29225021293333,77.78092125583026
87,36.19757424114313,61.77659704470268,55.982227788567414,49.64318071258562,52.81556411012699,40.62164920772215,33.5167674968337,75.71607208951804
88,37.969243341446926,61.41963331815608,57.67991281318547,48.57051453314084,55.00031526367876,47.16816537524141,34.67633308278767,77.3734664734324
89,36.670437314498685,66.11510979505064,63.80084448561265,46.42905288717412,56.147057491480886,47.50164933756146,34.6422371312318,82.0710907743465
90,36.443709831339994,70.83810691701058,65.14633041983804,46.63053659402101,53.151251397850274,45.78796652564916,35.32481794016286,92.98348297281389
91,38.43669655678219,59.671470166681544,67.65041492650145,45.87439863696853,53.874839434181084,47.872564187790694,34.41834717546232,78.53717184056428
92,39.0442475227453,59.23446270184968,69.80293468349939,46.783653542482206,62.820421174460186,44.914460487512514,35.16342128530572,77.39874408952993
93,38.843030297920045,63.52498242175062,64.6426102772174,48.96773511083575,64.66068396659173,47.87878866995712,36.01085128576294,80.09275231645827
94,37.8589799279942,63.770791192915844,55.70704078232005,47.28824249107726,57.43230390545807,49.21410013089544,37.46509753614626,75.12218943562655
95,36.48169986727334,59.2262089911764,56.10416733706517,49.76729021363457,56.95767183074991,45.54007667880229,34.924032705151994,79.76749571860617
96,38.2274890139707,64.81234087038663,74.4038169079329,50.64165462224043,68.53228816037131,48.56126569027952,34.94335011067391,77.43054577545276
97,42.35095597832189,63.60725305552341,75.83416471815488,50.79268876032225,61.51544624404449,47.79310705455114,37.5770437556205,83.32416380711364
98,42.0850034250633,62.04970054426211,68.50118967641086,53.89185170112456,56.776316322083844,47.184420688363744,37.5161795896153,81.29074969148922
99,40.73309957166263,62.78414708732611,65.81621717144401,51.22292105878631,64.11959139047828,51.459332868034565,36.60563008429189,92.38617527250004
100,40.96877401956982,63.45431931029185,60.44147910705766,53.12392833135361,62.439061840793165,54.05745393339964,41.2653186597049,83.266298153074
101,39.47344667156864,64.35073022265945,76.85936176907292,51.276629967822274,59.53641470530046,53.698727623101185,41.33331828809154,75.07832917606193
102,42.4364740835386,68.27164331107772,81.48074126764377,52.513910896638414,67.77536185744191,47.358771861459225,36.63867096989465,78.17406878179722
103,42.35076434849943,65.46213144035475,71.6289366514209,54.49136500616537,64.74900460823213,51.075785637728636,39.133049599404885,83.00331081255251
104,43.739691798151846,65.38085844489655,64.79521437513172,53.41455074239783,58.650358355187755,53.320627024165645,38.62667935597453,83.1104218730728
105,42.22336888611308,69.53640983331726,85.12914990823809,54.64701965760865,60.531028133907334,50.30143545584285,39.13178077325662,90.79898054896573
106,43.1714990962352,67.23005075290196,88.21848077004992,54.49775994237777,56.27184576190945,51.78899045437354,40.53622728634696,92.50951359136997
107,45.761102215423286,66.72517047494284,70.11980267715037,53.45494059091741,63.09126331744732,53.719295524589285,40.788219303997714,88.55501579326872
108,43.985226731514985,70.37378070141074,62.81209195941326,55.564198041002804,65.39471942867716,52.03285438781563,39.77372891552494,89.65894144678755
109,42.93240167371717,68.82073987209886,83.60596799178647,55.92798774743074,57.774799369367415,50.8324758875352,38.34883821699455,100.4013328860227
110,41.45273306426487,68.36192325983387,86.32300150663323,56.13987278509848,57.09152448093589,51.9725561883049,41.34770841213849,94.43878994223407
111,41.643255973067944,71.27181150078493,80.07545115798295,51.88086309016558,62.843599916543305,48.73162269201329,40.77569205464329,92.80151683950483
112,44.05819479004599,68.89411884194033,75.65487226424523,53.804701856086666,68.92902552976336,57.184393239059744,38.57910042089845,97.55289999700983
113,43.407607543979616,69.64162880997841,76.2168226110226,53.208901093507876,66.69865630574563,59.25249843199187,40.35415731638789,102.4346564857893
114,42.36433905220628,78.56576270957571,67.7947818188752,58.687426882586195,59.679510569195266,52.58477815625636,38.8159263620578,103.54314478762205
115,41.65242885868211,70.8848741193301,66.3259383641465,55.628148705916,65.16190674625719,50.59264794758308,41.6280269104202,103.77283961623783
116,43.905019779648946,68.34516924761137,81.0891783644941,55.53796361139024,62.574192848872485,55.27147146428986,41.01802803173998,114.4425909445538
117,43.580679320157884,73.2854007772386,90.86426018600685,59.04861056202395,59.42914149790672,56.186213000538736,40.90250240368417,94.12107567487381
118,42.481059981968244,71.40634299784746,84.16404786366041,60.996126884489456,58.43113257730748,52.538757481902174,40.7366155260181,95.61653273390665
119,44.05916722516181,70.06953958708806,79.19477822817085,55.87665234099269,64.68853393442328,54.487280593925306,39.10540589456622,108.66284993438865
120,48.03100905410857,78.98313010046542,77.27847706731082,56.98350976971503,74.25020283765656,59.79425254917554,38.95555057782742,109.07288617394588
121,46.785448329786206,73.71159403047164,83.51918629662035,61.955661478542005,65.46170586287752,58.342621222128145,40.76818255282153,103.76907957739223
122,45.45060979911522,72.81842830217141,80.09350348113074,60.59373833945885,61.904546154575876,54.4718367062756,41.50450561208393,121.99858801164265
123,45.45426985856002,80.45015058119253,78.30044933271077,55.75737027164918,63.42596571067649,62.305732827912514,40.41534022650698,108.63803441213307
124,41.23950335846621,73.38137220024427,77.15768302770053,56.4565321036454,67.7516023105547,56.302762169187595,40.171906675860384,103.28767753869019
125,45.091770838520965,73.2468428439514,72.4573678374514,57.7474253553602,65.79606572987953,54.54392650142924,44.60053105345912,104.5264698181954
126,46.74441236702316,76.39116151426524,69.5532315402526,56.856622482035874,68.91978078648286,62.6785124377533,42.49727086124008,110.21592153974461
127,44.92653991326329,74.68409955830377,69.55248803148434,60.90284155975283,71.9140528624338,62.173411614084195,42.299969470138606,120.8983221470926
128,44.48214151274819,76.65934522490662,88.34515880541684,58.451853339304385,78.2069613734573,54.826684860394806,44.34334369962996,109.74855075627143
129,48.89599879358938,81.70514860560519,97.32696511643805,62.62890491181131,66.52932545368733,59.71835350131228,41.51855808698572,114.91947847743305
130,46.855508311944924,82.94110029024513,87.33200421184516,57.04498175293851,66.87855466715304,60.634614502351475,39.52128917770063,124.73661431563823
131,45.39251077658177,80.77190692578567,81.77691879639252,58.73895297986648,75.97695162876579,57.93677054820257,42.29694649278082,105.99842711644612
132,47.64756044573448,78.58862643160641,69.31456710989947,61.73284932913027,73.05361422036066,56.93782403329345,46.25433879330448,104.58606844320427
133,46.25955166600917,88.58556739593719,74.02203400140577,60.87095553119841,68.58913861265111,65.20097754541452,42.38480594343716,114.99169712274623
134,44.344460282693376,80.33729062888139,89.60638013880124,58.61263216197214,65.03797362792521,60.30831747397194,40.379133122425756,128.71486557520043
135,47.79849133119567,79.84006777812085,84.25794318052188,59.702970261559685,72.32162879661108,61.23628722993012,42.6926223891234,122.38869459466363
136,47.94729693990698,82.22910844436026,83.0443413761031,57.874909627715475,74.19978741278811,62.24484199624975,44.83257881645089,109.05384990632858
137,47.412371232355845,80.92537887767388,69.37660785645453,60.1163093238013,66.83869368171837,58.7430904143471,43.23404946722402,118.25002672082219
138,51.08611130546965,84.71226454338878,81.98027863662327,60.33502456735637,68.72067119624849,57.31957413611298,43.05021643053735,115.52577867782176
139,49.994177394691214,85.23630356497524,94.27593635013014,61.958457533386785,75.54028388197705,61.06160556397861,45.00195872781065,117.71300690411195
140,49.22738238739824,76.83013562251284,91.42594228378917,61.500999831617094,72.31805876378887,59.285166449279735,46.0986901831827,119.45395616179935
141,49.25479222185482,81.29902454682937,88.15654091251481,60.633654551998085,68.40442254922489,57.22604544805445,44.887412687899726,117.26659719104228
142,48.25551160968484,85.57470081727436,78.09053922897179,58.50919296197814,72.77142341336575,65.10348942604382,43.707600142990685,117.24413052657874
143,50.3317775269184,83.26525607321679,83.4768874535022,63.931087181419144,67.8823128377152,62.277014850811945,43.66475031555696,120.0058771197021
144,52.00045571313781,81.78313962165929,92.77816455049488,59.66883523230062,75.9645167819875,59.6070142051014,45.72712843197556,119.93280824000088
145,50.25705271464729,81.55110160491638,88.19379532298993,61.1268006832497,86.16123560199384,65.62318895065647,44.55827365322669,130.99573389558145
146,49.42636561970227,87.29076630561788,81.698718959509,68.60164402714055,75.45246085483605,61.80007984928472,44.00870265104761,121.57144803242616
147,51.43279480919474,85.79944397895387,78.80460131405681,69.11166858010336,71.4297708514958,58.263377556754044,46.520330011755156,108.43256684190011
148,51.830284655944865,85.27826212931936,83.20473509199392,63.464664113157326,73.5642837590896,63.690993607451574,47.9112746605682,126.5277219601577
